"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","mcmullin"
"3013","VA","Roanoke College","2016-10-02","2016-10-06","2016-10-11T14:06:31Z",814,"Likely Voters","Live Phone",36,45,2,10,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-26091","http://www.roanoke.edu/about/news/rc_poll_oct_2016_politics","Nonpartisan","None","",1,7,NA
"3014","VA","Hampton University","2016-09-28","2016-10-02","2016-10-08T14:05:49Z",800,"Likely Voters","Live Phone",34,46,NA,20,"http://elections.huffingtonpost.com/pollster/polls/hampton-university-25999","http://news.hamptonu.edu/release/HU-Poll%3A-Post--Debate-Surge-Gives-Democrats-Double--Digit-Surge-among-Virginians","Nonpartisan","None","",1,NA,NA
"3015","VA","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:44:31Z",510,"Likely Voters","Internet",50,45,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25943","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1,NA,NA
"3016","VA","Christopher Newport","2016-09-27","2016-09-30","2016-10-03T12:33:30Z",892,"Likely Voters","Live Phone",35,42,8,3,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25828","http://www.13newsnow.com/news/politics/elections/tracking-poll-shows-clintons-lead-edge-up-after-debate/328537372","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",1,12,NA
"3017","VA","PPP (D-Vote Vets Action Fund)","2016-09-27","2016-09-28","2016-09-29T12:42:29Z",811,"Likely Voters","IVR/Online",40,46,1,5,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25799","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1,7,NA
"3018","VA","PPP (D-Vote Vets Action Fund)","2016-09-27","2016-09-28","2016-09-29T12:42:29Z",811,"Likely Voters","IVR/Online",43,49,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25799","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,NA
"3019","VA","CBS/YouGov","2016-09-21","2016-09-23","2016-09-25T14:45:01Z",1237,"Likely Voters","Internet",37,45,10,8,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25647","https://today.yougov.com/news/2016/09/25/race-tightens-va-trump-down-1-co-9-mo/","Nonpartisan","None","",1,NA,NA
"3020","VA","Christopher Newport","2016-09-15","2016-09-23","2016-09-26T12:23:58Z",1003,"Likely Voters","Live Phone",38,48,6,9,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25654","http://cnu.edu/cpp/pdf/sept%2026%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat or Donald Trump the Republican, for whom would you vote?",1,NA,NA
"3021","VA","Christopher Newport","2016-09-15","2016-09-23","2016-09-26T12:23:58Z",1003,"Likely Voters","Live Phone",33,39,11,2,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25654","http://cnu.edu/cpp/pdf/sept%2026%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",2,15,NA
"3022","VA","Ipsos/Reuters","2016-09-02","2016-09-22","2016-09-26T18:48:26Z",532,"Likely Voters","Internet",40,47,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25693","http://big.assets.huffingtonpost.com/ipsos926.pdf","Nonpartisan","None","",1,NA,NA
"3023","VA","Quinnipiac","2016-09-13","2016-09-21","2016-09-22T19:14:59Z",659,"Likely Voters","Live Phone",39,45,1,6,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25624","http://big.assets.huffingtonpost.com/quipac.pdf","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1,8,NA
"3024","VA","Quinnipiac","2016-09-13","2016-09-21","2016-09-22T19:14:59Z",659,"Likely Voters","Live Phone",43,50,0,7,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25624","http://big.assets.huffingtonpost.com/quipac.pdf","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2,NA,NA
"3025","VA","Roanoke College","2016-09-11","2016-09-20","2016-09-22T12:20:04Z",841,"Likely Voters","Live Phone",37,44,1,9,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25613","http://www.roanoke.edu/about/news/rc_poll_politics_sept2016","Nonpartisan","None","",1,8,NA
"3026","VA","University of Mary Washington/PSRAI","2016-09-06","2016-09-12","2016-09-15T15:45:13Z",685,"Likely Voters","Live Phone",37,40,5,10,"http://elections.huffingtonpost.com/pollster/polls/university-of-mary-washington-psrai-25500","https://www.umw.edu/news/wp-content/uploads/sites/7/2016/09/UMW-VA-Survey-2016_First-Release-Topline.pdf","Nonpartisan","None","",1,8,NA
"3027","VA","PPP (D)","2016-09-09","2016-09-11","2016-09-13T16:12:36Z",878,"Likely Voters","IVR/Online",39,45,3,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25470","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_VA_91316.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election were today, who would you vote for?",1,6,NA
"3028","VA","PPP (D)","2016-09-09","2016-09-11","2016-09-13T16:12:36Z",878,"Likely Voters","IVR/Online",42,50,NA,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25470","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_VA_91316.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,NA
"3029","VA","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:11:57Z",2468,"Registered Voters","Internet",41,49,NA,9,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25353","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1,NA,NA
"3030","VA","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:11:57Z",2468,"Registered Voters","Internet",36,43,3,5,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25353","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2,13,NA
"3031","VA","Hampton University","2016-08-24","2016-08-28","2016-09-01T19:16:56Z",801,"Likely Voters","Live Phone",41,43,NA,16,"http://elections.huffingtonpost.com/pollster/polls/hampton-university-25323","http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-For-Public-Policy-(CPP)-Releases-New-Presidential-Poll","Nonpartisan","None","If the election were held today, for whom would you vote:",1,NA,NA
"3032","VA","Roanoke College","2016-08-07","2016-08-17","2016-08-23T12:16:11Z",803,"Likely Voters","Live Phone",32,48,3,9,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25236","http://www.roanoke.edu/about/news/rc_poll_aug_2016_politics","Nonpartisan","None","",1,8,NA
"3033","VA","Roanoke College","2016-08-07","2016-08-17","2016-08-23T12:16:11Z",803,"Likely Voters","Live Phone",36,55,NA,9,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25236","http://www.roanoke.edu/about/news/rc_poll_aug_2016_politics","Nonpartisan","None","",2,NA,NA
"3034","VA","Quinnipiac","2016-08-09","2016-08-16","2016-08-17T17:46:28Z",808,"Likely Voters","Live Phone",38,50,5,8,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25200","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote? As of today, do you lean more toward Clinton or Trump?",1,NA,NA
"3035","VA","Quinnipiac","2016-08-09","2016-08-16","2016-08-17T17:46:28Z",808,"Likely Voters","Live Phone",34,45,6,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25200","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?",2,11,NA
"3036","VA","Washington Post","2016-08-11","2016-08-14","2016-08-16T11:22:54Z",707,"Likely Voters","Live Phone",43,51,5,1,"http://elections.huffingtonpost.com/pollster/polls/washington-post-25181","http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/","Nonpartisan","None","",1,NA,NA
"3037","VA","Washington Post","2016-08-11","2016-08-14","2016-08-16T11:22:54Z",707,"Likely Voters","Live Phone",39,46,4,2,"http://elections.huffingtonpost.com/pollster/polls/washington-post-25181","http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/","Nonpartisan","None","",2,9,NA
"3038","VA","NBC/WSJ/Marist","2016-08-04","2016-08-10","2016-08-12T15:45:13Z",897,"Registered Voters","Live Phone",33,46,12,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25151","http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1,NA,NA
"3039","VA","NBC/WSJ/Marist","2016-08-04","2016-08-10","2016-08-12T15:45:13Z",897,"Registered Voters","Live Phone",31,43,6,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25151","http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2,12,NA
"3040","VA","CBS/YouGov","2016-08-02","2016-08-05","2016-08-07T15:12:28Z",1181,"Likely Voters","Internet",37,49,2,5,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25081","https://today.yougov.com/news/2016/08/07/cbs-battleground-tracker-arizona-nevada-virginia/","Nonpartisan","None","Presidential Vote 2016 (Voters selecting someone else in the initial question were given a choice of third party candidates)",1,7,NA
"3041","VA","RABA Research","2016-07-26","2016-07-27","2016-08-01T13:44:41Z",655,"Registered Voters","Automated Phone",46,42,7,5,"http://elections.huffingtonpost.com/pollster/polls/raba-research-25027","http://www.rabaresearch.com/documents/RABA-Virginia-Survey-Results-July-2016.pdf","Nonpartisan","None","If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?",1,NA,NA
"3042","VA","Fox News","2016-07-09","2016-07-12","2016-07-15T21:48:47Z",601,"Registered Voters","Live Phone",37,44,6,13,"http://elections.huffingtonpost.com/pollster/polls/fox-news-24902","https://fnn.app.box.com/s/epfssv3cryyallw1dh8hdq5n7qcjglru","Nonpartisan","None","If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]",1,NA,NA
"3043","VA","FOX","2016-07-09","2016-07-12","2016-07-13T22:10:47Z",601,"Registered Voters","Live Phone",37,44,6,13,"http://elections.huffingtonpost.com/pollster/polls/fox-24881","http://www.foxnews.com/politics/interactive/2016/07/13/fox-news-poll-71316-clinton-tops-trump-by-7-points-in-virginia/","Nonpartisan","None","If the 2016 presidential election were held today…How would you vote if the candidates were:",1,NA,NA
"3044","VA","FOX","2016-07-09","2016-07-12","2016-07-13T22:10:47Z",601,"Registered Voters","Live Phone",34,39,6,12,"http://elections.huffingtonpost.com/pollster/polls/fox-24881","http://www.foxnews.com/politics/interactive/2016/07/13/fox-news-poll-71316-clinton-tops-trump-by-7-points-in-virginia/","Nonpartisan","None","How would you vote if the candidates were:",2,10,NA
"3045","VA","NBC/WSJ/Marist","2016-07-05","2016-07-11","2016-07-15T11:16:31Z",876,"Registered Voters","Live Phone",35,44,15,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24894","http://www.nbcnews.com/politics/2016-election/clinton-leads-trump-diverse-battleground-states-new-polls-n609551","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1,NA,NA
"3046","VA","NBC/WSJ/Marist","2016-07-05","2016-07-11","2016-07-15T11:16:31Z",876,"Registered Voters","Live Phone",34,41,4,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24894","http://www.nbcnews.com/politics/2016-election/clinton-leads-trump-diverse-battleground-states-new-polls-n609551","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2,10,NA
"3047","VA","Hampton University","2016-07-06","2016-07-10","2016-07-17T15:59:12Z",805,"Likely Voters","Live Phone",39,39,NA,22,"http://elections.huffingtonpost.com/pollster/polls/hampton-university-24912","http://news.hamptonu.edu/release/HU-Poll%3A-Presidential-Candidates-in-a-Statistical-Dead-Heat-among-Virginians","Nonpartisan","None","If the election were held today, for whom would you vote:",1,NA,NA
"3048","VA","PPP (D)","2016-06-13","2016-06-15","2016-06-16T15:00:56Z",1032,"Likely Voters","IVR/Online",39,42,2,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24689","http://www.publicpolicypolling.com/main/2016/06/virginians-support-stronger-gun-measures-clinton-has-narrow-lead.html","Pollster","Dem","",1,6,NA
"3049","VA","PPP (D)","2016-06-13","2016-06-15","2016-06-16T15:00:56Z",1032,"Likely Voters","IVR/Online",45,48,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24689","http://www.publicpolicypolling.com/main/2016/06/virginians-support-stronger-gun-measures-clinton-has-narrow-lead.html","Pollster","Dem","",2,NA,NA
"3050","VA","Gravis Marketing","2016-05-24","2016-05-24","2016-05-26T16:43:30Z",1728,"Registered Voters","Automated Phone",41,45,14,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24563","http://gravismarketing.com/polling-and-market-research/virginia-election-poll052016/","Nonpartisan","None","If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?",1,NA,NA
"3051","VA","Gravis Marketing","2016-05-24","2016-05-24","2016-05-26T16:43:30Z",1728,"Registered Voters","Automated Phone",38,44,12,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24563","http://gravismarketing.com/polling-and-market-research/virginia-election-poll052016/","Nonpartisan","None","If you had to vote today in a matchup between Hillary Clinton, Donald Trump and Gary Johnson, who would you vote for?",2,6,NA
"3052","VA","Roanoke College","2016-05-09","2016-05-17","2016-05-23T18:29:36Z",610,"Likely Voters","Live Phone",38,38,11,13,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-24534","http://www.roanoke.edu/about/news/rc_poll_may_2016_general_election","Nonpartisan","None","",1,NA,NA
"3053","VA","Christopher Newport","2016-03-23","2016-04-03","2016-04-10T18:47:02Z",1102,"Likely Voters","Live Phone",35,44,14,8,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-24242","http://cnu.edu/cpp/pdf/april%207%202016%20report-final.pdf","Nonpartisan","None","",1,NA,NA
"3054","VA","Roanoke College","2016-01-18","2016-01-26","2016-02-07T18:12:50Z",524,"Likely Voters","Live Phone",35,52,NA,13,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-23701","http://www.roanoke.edu/about/news/rc_poll_feb_2016_presidential_politics","Nonpartisan","None","",1,NA,NA
